1, the_end, betterendforge:empty_aurora_cave, MONSTER, dungeons_mobs:blastling, 150, 1, 3
8563, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 8, 4, 4
8564, savanna, minecraft:savanna, CREATURE, minecraft:pig, 6, 4, 4
8565, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 6, 4, 4
8566, savanna, minecraft:savanna, CREATURE, minecraft:cow, 6, 4, 4
8567, savanna, minecraft:savanna, CREATURE, minecraft:horse, 6, 2, 6
8568, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 6, 1, 1
8569, savanna, minecraft:savanna, CREATURE, iceandfire:cockatrice, 10, 1, 2
8570, savanna, minecraft:savanna, CREATURE, alexsmobs:gazelle, 20, 7, 7
8571, savanna, minecraft:savanna, CREATURE, alexsmobs:elephant, 15, 3, 5
8572, savanna, minecraft:savanna, CREATURE, alexsmobs:emu, 20, 2, 5
8573, savanna, minecraft:savanna, CREATURE, alexsmobs:kangaroo, 20, 3, 5
8574, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 5, 2, 3
8575, savanna, minecraft:savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
8576, savanna, minecraft:savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8577, savanna, minecraft:savanna, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 2
8578, savanna, minecraft:savanna, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 2
8579, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 40, 2, 3
8580, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 40, 2, 3
8581, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
8582, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 40, 2, 3
8583, savanna, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 40, 2, 3
8584, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 5, 1, 3
8585, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
8586, savanna, minecraft:savanna_plateau, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8587, savanna, minecraft:savanna_plateau, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8588, savanna, minecraft:savanna_plateau, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8589, savanna, minecraft:savanna_plateau, MONSTER, dungeons_mobs:geomancer, 30, 1, 2
8590, savanna, minecraft:savanna_plateau, MONSTER, mowziesmobs:barakoana, 10, 1, 1
8591, savanna, minecraft:savanna_plateau, MONSTER, mowziesmobs:grottol, 10, 1, 1
8592, savanna, minecraft:savanna_plateau, MONSTER, eidolon:wraith, 5, 1, 2
8593, savanna, minecraft:savanna_plateau, MONSTER, eidolon:zombie_brute, 10, 1, 2
8594, savanna, minecraft:savanna_plateau, MONSTER, quark:toretoise, 80, 1, 1
8595, savanna, minecraft:savanna_plateau, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
8596, savanna, minecraft:savanna_plateau, CREATURE, legendarycreatures:wisp, 5, 1, 1
8597, savanna, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 8, 4, 4
8598, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 6, 4, 4
8599, savanna, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 6, 4, 4
8600, savanna, minecraft:savanna_plateau, CREATURE, minecraft:cow, 6, 4, 4
8601, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 6, 2, 6
8602, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 6, 1, 1
8603, savanna, minecraft:savanna_plateau, CREATURE, iceandfire:cockatrice, 10, 1, 2
8604, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:gazelle, 20, 7, 7
8605, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:elephant, 15, 3, 5
8606, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
8607, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:kangaroo, 20, 3, 5
8608, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 5, 2, 3
8609, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
8610, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8611, savanna, minecraft:savanna_plateau, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 2
8612, savanna, minecraft:savanna_plateau, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 2
8613, savanna, minecraft:shattered_savanna, MONSTER, minecraft:spider, 40, 2, 3
8614, savanna, minecraft:shattered_savanna, MONSTER, minecraft:zombie, 40, 2, 3
8615, savanna, minecraft:shattered_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
8616, savanna, minecraft:shattered_savanna, MONSTER, minecraft:skeleton, 40, 2, 3
8617, savanna, minecraft:shattered_savanna, MONSTER, minecraft:creeper, 40, 2, 3
8618, savanna, minecraft:shattered_savanna, MONSTER, minecraft:enderman, 5, 1, 3
8619, savanna, minecraft:shattered_savanna, MONSTER, minecraft:witch, 5, 1, 1
8620, savanna, minecraft:shattered_savanna, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8621, savanna, minecraft:shattered_savanna, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8622, savanna, minecraft:shattered_savanna, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8623, savanna, minecraft:shattered_savanna, MONSTER, dungeons_mobs:geomancer, 30, 1, 2
8624, savanna, minecraft:shattered_savanna, MONSTER, mowziesmobs:barakoana, 10, 1, 1
8625, savanna, minecraft:shattered_savanna, MONSTER, mowziesmobs:grottol, 10, 1, 1
8626, savanna, minecraft:shattered_savanna, MONSTER, eidolon:wraith, 5, 1, 2
8627, savanna, minecraft:shattered_savanna, MONSTER, eidolon:zombie_brute, 10, 1, 2
8628, savanna, minecraft:shattered_savanna, MONSTER, quark:toretoise, 80, 1, 1
8629, savanna, minecraft:shattered_savanna, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
8630, savanna, minecraft:shattered_savanna, CREATURE, legendarycreatures:wisp, 5, 1, 1
8631, savanna, minecraft:shattered_savanna, CREATURE, minecraft:sheep, 8, 4, 4
8632, savanna, minecraft:shattered_savanna, CREATURE, minecraft:pig, 6, 4, 4
8633, savanna, minecraft:shattered_savanna, CREATURE, minecraft:chicken, 6, 4, 4
8634, savanna, minecraft:shattered_savanna, CREATURE, minecraft:cow, 6, 4, 4
8635, savanna, minecraft:shattered_savanna, CREATURE, minecraft:horse, 6, 2, 6
8636, savanna, minecraft:shattered_savanna, CREATURE, minecraft:donkey, 6, 1, 1
8637, savanna, minecraft:shattered_savanna, CREATURE, iceandfire:cockatrice, 10, 1, 2
8638, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:gazelle, 20, 7, 7
8639, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:elephant, 15, 3, 5
8640, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:emu, 20, 2, 5
8641, savanna, minecraft:shattered_savanna, CREATURE, alexsmobs:kangaroo, 20, 3, 5
8642, savanna, minecraft:shattered_savanna, AMBIENT, minecraft:bat, 5, 2, 3
8643, savanna, minecraft:shattered_savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
8644, savanna, minecraft:shattered_savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8645, savanna, minecraft:shattered_savanna, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 2
8646, savanna, minecraft:shattered_savanna, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 2
8647, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:spider, 40, 2, 3
8648, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:zombie, 40, 2, 3
8649, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
8650, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:skeleton, 40, 2, 3
8651, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:creeper, 40, 2, 3
8652, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:enderman, 5, 1, 3
8653, savanna, minecraft:shattered_savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
8654, savanna, minecraft:shattered_savanna_plateau, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8655, savanna, minecraft:shattered_savanna_plateau, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8656, savanna, minecraft:shattered_savanna_plateau, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8657, savanna, minecraft:shattered_savanna_plateau, MONSTER, dungeons_mobs:geomancer, 30, 1, 2
8658, savanna, minecraft:shattered_savanna_plateau, MONSTER, mowziesmobs:barakoana, 10, 1, 1
8659, savanna, minecraft:shattered_savanna_plateau, MONSTER, mowziesmobs:grottol, 10, 1, 1
8660, savanna, minecraft:shattered_savanna_plateau, MONSTER, eidolon:wraith, 5, 1, 2
8661, savanna, minecraft:shattered_savanna_plateau, MONSTER, eidolon:zombie_brute, 10, 1, 2
8662, savanna, minecraft:shattered_savanna_plateau, MONSTER, quark:toretoise, 80, 1, 1
8663, savanna, minecraft:shattered_savanna_plateau, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
8664, savanna, minecraft:shattered_savanna_plateau, CREATURE, legendarycreatures:wisp, 5, 1, 1
8665, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:sheep, 8, 4, 4
8666, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:pig, 6, 4, 4
8667, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:chicken, 6, 4, 4
8668, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:cow, 6, 4, 4
8669, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:horse, 6, 2, 6
8670, savanna, minecraft:shattered_savanna_plateau, CREATURE, minecraft:donkey, 6, 1, 1
8671, savanna, minecraft:shattered_savanna_plateau, CREATURE, iceandfire:cockatrice, 10, 1, 2
8672, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:gazelle, 20, 7, 7
8673, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:elephant, 15, 3, 5
8674, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
8675, savanna, minecraft:shattered_savanna_plateau, CREATURE, alexsmobs:kangaroo, 20, 3, 5
8676, savanna, minecraft:shattered_savanna_plateau, AMBIENT, minecraft:bat, 5, 2, 3
8677, savanna, minecraft:shattered_savanna_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
8678, savanna, minecraft:shattered_savanna_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8679, savanna, minecraft:shattered_savanna_plateau, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 2
8680, savanna, minecraft:shattered_savanna_plateau, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 2
8681, savanna, projectvibrantjourneys:baobab_fields, MONSTER, minecraft:spider, 40, 2, 3
8682, savanna, projectvibrantjourneys:baobab_fields, MONSTER, minecraft:zombie, 40, 2, 3
8683, savanna, projectvibrantjourneys:baobab_fields, MONSTER, minecraft:zombie_villager, 10, 1, 1
8684, savanna, projectvibrantjourneys:baobab_fields, MONSTER, minecraft:skeleton, 40, 2, 3
8685, savanna, projectvibrantjourneys:baobab_fields, MONSTER, minecraft:creeper, 40, 2, 3
8686, savanna, projectvibrantjourneys:baobab_fields, MONSTER, minecraft:enderman, 5, 1, 3
8687, savanna, projectvibrantjourneys:baobab_fields, MONSTER, minecraft:witch, 5, 1, 1
8688, savanna, projectvibrantjourneys:baobab_fields, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8689, savanna, projectvibrantjourneys:baobab_fields, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8690, savanna, projectvibrantjourneys:baobab_fields, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8691, savanna, projectvibrantjourneys:baobab_fields, MONSTER, dungeons_mobs:geomancer, 30, 1, 2
8692, savanna, projectvibrantjourneys:baobab_fields, MONSTER, mowziesmobs:barakoana, 10, 1, 1
8693, savanna, projectvibrantjourneys:baobab_fields, MONSTER, mowziesmobs:grottol, 10, 1, 1
8694, savanna, projectvibrantjourneys:baobab_fields, MONSTER, eidolon:wraith, 5, 1, 2
8695, savanna, projectvibrantjourneys:baobab_fields, MONSTER, eidolon:zombie_brute, 10, 1, 2
8696, savanna, projectvibrantjourneys:baobab_fields, MONSTER, quark:toretoise, 80, 1, 1
8697, savanna, projectvibrantjourneys:baobab_fields, MONSTER, savageandravage:skeleton_villager, 10, 1, 1
8698, savanna, projectvibrantjourneys:baobab_fields, CREATURE, legendarycreatures:wisp, 5, 1, 1
8699, savanna, projectvibrantjourneys:baobab_fields, CREATURE, minecraft:sheep, 8, 4, 4
8700, savanna, projectvibrantjourneys:baobab_fields, CREATURE, minecraft:pig, 6, 4, 4
8701, savanna, projectvibrantjourneys:baobab_fields, CREATURE, minecraft:chicken, 6, 4, 4
8702, savanna, projectvibrantjourneys:baobab_fields, CREATURE, minecraft:cow, 6, 4, 4
8703, savanna, projectvibrantjourneys:baobab_fields, CREATURE, minecraft:horse, 6, 2, 6
8704, savanna, projectvibrantjourneys:baobab_fields, CREATURE, minecraft:donkey, 6, 1, 1
8705, savanna, projectvibrantjourneys:baobab_fields, CREATURE, iceandfire:cockatrice, 10, 1, 2
8706, savanna, projectvibrantjourneys:baobab_fields, CREATURE, alexsmobs:gazelle, 20, 7, 7
8707, savanna, projectvibrantjourneys:baobab_fields, CREATURE, alexsmobs:elephant, 15, 3, 5
8708, savanna, projectvibrantjourneys:baobab_fields, CREATURE, alexsmobs:emu, 20, 2, 5
8709, savanna, projectvibrantjourneys:baobab_fields, CREATURE, alexsmobs:kangaroo, 20, 3, 5
8710, savanna, projectvibrantjourneys:baobab_fields, AMBIENT, minecraft:bat, 5, 2, 3
8711, savanna, projectvibrantjourneys:baobab_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
8712, savanna, projectvibrantjourneys:baobab_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8713, savanna, projectvibrantjourneys:baobab_fields, pvj_night_ambient, projectvibrantjourneys:firefly, 10, 1, 2
8714, savanna, projectvibrantjourneys:baobab_fields, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 2
8715, icy, biomesoplenty:muskeg, MONSTER, minecraft:spider, 20, 2, 3
8716, icy, biomesoplenty:muskeg, MONSTER, minecraft:creeper, 50, 2, 3
8717, icy, biomesoplenty:muskeg, MONSTER, minecraft:enderman, 5, 1, 3
8718, icy, biomesoplenty:muskeg, MONSTER, minecraft:witch, 5, 1, 1
8719, icy, biomesoplenty:muskeg, MONSTER, minecraft:stray, 40, 2, 3
8720, icy, biomesoplenty:muskeg, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8721, icy, biomesoplenty:muskeg, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8722, icy, biomesoplenty:muskeg, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8723, icy, biomesoplenty:muskeg, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8724, icy, biomesoplenty:muskeg, MONSTER, mowziesmobs:grottol, 10, 1, 1
8725, icy, biomesoplenty:muskeg, MONSTER, iceandfire:dread_lich, 3, 1, 1
8726, icy, biomesoplenty:muskeg, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8727, icy, biomesoplenty:muskeg, MONSTER, iceandfire:dread_beast, 7, 1, 1
8728, icy, biomesoplenty:muskeg, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8729, icy, biomesoplenty:muskeg, MONSTER, iceandfire:dread_horse, 7, 1, 1
8730, icy, biomesoplenty:muskeg, MONSTER, iceandfire:dread_knight, 7, 1, 1
8731, icy, biomesoplenty:muskeg, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8732, icy, biomesoplenty:muskeg, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8733, icy, biomesoplenty:muskeg, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8734, icy, biomesoplenty:muskeg, MONSTER, eidolon:wraith, 5, 1, 2
8735, icy, biomesoplenty:muskeg, MONSTER, eidolon:zombie_brute, 7, 1, 1
8736, icy, biomesoplenty:muskeg, MONSTER, quark:toretoise, 80, 1, 1
8737, icy, biomesoplenty:muskeg, MONSTER, savageandravage:iceologer, 12, 1, 1
8738, icy, biomesoplenty:muskeg, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8739, icy, biomesoplenty:muskeg, CREATURE, minecraft:rabbit, 10, 5, 7
8740, icy, biomesoplenty:muskeg, CREATURE, minecraft:polar_bear, 10, 1, 2
8741, icy, biomesoplenty:muskeg, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8742, icy, biomesoplenty:muskeg, CREATURE, cnb:yeti, 20, 2, 3
8743, icy, biomesoplenty:muskeg, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8744, icy, biomesoplenty:muskeg, AMBIENT, minecraft:bat, 5, 1, 2
8745, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:spider, 20, 2, 3
8746, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:creeper, 50, 2, 3
8747, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 3
8748, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
8749, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, minecraft:stray, 40, 2, 3
8750, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8751, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8752, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8753, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8754, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
8755, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, iceandfire:dread_lich, 3, 1, 1
8756, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8757, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, iceandfire:dread_beast, 7, 1, 1
8758, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8759, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, iceandfire:dread_horse, 7, 1, 1
8760, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, iceandfire:dread_knight, 7, 1, 1
8761, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8762, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8763, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8764, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, eidolon:wraith, 5, 1, 2
8765, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, eidolon:zombie_brute, 7, 1, 1
8766, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, quark:toretoise, 80, 1, 1
8767, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, savageandravage:iceologer, 12, 1, 1
8768, icy, biomesoplenty:snowy_coniferous_forest, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8769, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:rabbit, 10, 5, 7
8770, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, minecraft:polar_bear, 10, 1, 2
8771, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8772, icy, biomesoplenty:snowy_coniferous_forest, CREATURE, cnb:yeti, 20, 2, 3
8773, icy, biomesoplenty:snowy_coniferous_forest, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8774, icy, biomesoplenty:snowy_coniferous_forest, AMBIENT, minecraft:bat, 5, 1, 2
8775, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:spider, 20, 2, 3
8776, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:creeper, 50, 2, 3
8777, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:enderman, 5, 1, 3
8778, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:witch, 5, 1, 1
8779, icy, biomesoplenty:snowy_fir_clearing, MONSTER, minecraft:stray, 40, 2, 3
8780, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8781, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8782, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8783, icy, biomesoplenty:snowy_fir_clearing, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8784, icy, biomesoplenty:snowy_fir_clearing, MONSTER, mowziesmobs:grottol, 10, 1, 1
8785, icy, biomesoplenty:snowy_fir_clearing, MONSTER, iceandfire:dread_lich, 3, 1, 1
8786, icy, biomesoplenty:snowy_fir_clearing, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8787, icy, biomesoplenty:snowy_fir_clearing, MONSTER, iceandfire:dread_beast, 7, 1, 1
8788, icy, biomesoplenty:snowy_fir_clearing, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8789, icy, biomesoplenty:snowy_fir_clearing, MONSTER, iceandfire:dread_horse, 7, 1, 1
8790, icy, biomesoplenty:snowy_fir_clearing, MONSTER, iceandfire:dread_knight, 7, 1, 1
8791, icy, biomesoplenty:snowy_fir_clearing, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8792, icy, biomesoplenty:snowy_fir_clearing, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8793, icy, biomesoplenty:snowy_fir_clearing, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8794, icy, biomesoplenty:snowy_fir_clearing, MONSTER, eidolon:wraith, 5, 1, 2
8795, icy, biomesoplenty:snowy_fir_clearing, MONSTER, eidolon:zombie_brute, 7, 1, 1
8796, icy, biomesoplenty:snowy_fir_clearing, MONSTER, quark:toretoise, 80, 1, 1
8797, icy, biomesoplenty:snowy_fir_clearing, MONSTER, savageandravage:iceologer, 12, 1, 1
8798, icy, biomesoplenty:snowy_fir_clearing, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8799, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:rabbit, 10, 5, 7
8800, icy, biomesoplenty:snowy_fir_clearing, CREATURE, minecraft:polar_bear, 10, 1, 2
8801, icy, biomesoplenty:snowy_fir_clearing, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8802, icy, biomesoplenty:snowy_fir_clearing, CREATURE, cnb:yeti, 20, 2, 3
8803, icy, biomesoplenty:snowy_fir_clearing, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8804, icy, biomesoplenty:snowy_fir_clearing, AMBIENT, minecraft:bat, 5, 1, 2
8805, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:spider, 20, 2, 3
8806, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:creeper, 50, 2, 3
8807, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:enderman, 5, 1, 3
8808, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:witch, 5, 1, 1
8809, icy, biomesoplenty:snowy_maple_forest, MONSTER, minecraft:stray, 40, 2, 3
8810, icy, biomesoplenty:snowy_maple_forest, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8811, icy, biomesoplenty:snowy_maple_forest, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8812, icy, biomesoplenty:snowy_maple_forest, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8813, icy, biomesoplenty:snowy_maple_forest, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8814, icy, biomesoplenty:snowy_maple_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
8815, icy, biomesoplenty:snowy_maple_forest, MONSTER, iceandfire:dread_lich, 3, 1, 1
8816, icy, biomesoplenty:snowy_maple_forest, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8817, icy, biomesoplenty:snowy_maple_forest, MONSTER, iceandfire:dread_beast, 7, 1, 1
8818, icy, biomesoplenty:snowy_maple_forest, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8819, icy, biomesoplenty:snowy_maple_forest, MONSTER, iceandfire:dread_horse, 7, 1, 1
8820, icy, biomesoplenty:snowy_maple_forest, MONSTER, iceandfire:dread_knight, 7, 1, 1
8821, icy, biomesoplenty:snowy_maple_forest, MONSTER, dungeons_mobs:frozen_zombie, 40, 2, 3
8822, icy, biomesoplenty:snowy_maple_forest, MONSTER, dungeons_mobs:icy_creeper, 20, 2, 3
8823, icy, biomesoplenty:snowy_maple_forest, MONSTER, dungeons_mobs:necromancer, 3, 1, 1
8824, icy, biomesoplenty:snowy_maple_forest, MONSTER, eidolon:wraith, 5, 1, 2
8825, icy, biomesoplenty:snowy_maple_forest, MONSTER, eidolon:zombie_brute, 7, 1, 1
8826, icy, biomesoplenty:snowy_maple_forest, MONSTER, quark:toretoise, 80, 1, 1
8827, icy, biomesoplenty:snowy_maple_forest, MONSTER, savageandravage:iceologer, 12, 1, 1
8828, icy, biomesoplenty:snowy_maple_forest, MONSTER, aquamirae:tortured_soul, 20, 1, 2
8829, icy, biomesoplenty:snowy_maple_forest, CREATURE, minecraft:rabbit, 10, 5, 7
8830, icy, biomesoplenty:snowy_maple_forest, CREATURE, minecraft:polar_bear, 10, 1, 2
8831, icy, biomesoplenty:snowy_maple_forest, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
8832, icy, biomesoplenty:snowy_maple_forest, CREATURE, cnb:yeti, 20, 2, 3
8833, icy, biomesoplenty:snowy_maple_forest, AMBIENT, aquamirae:golden_moth, 2, 1, 1
8834, icy, biomesoplenty:snowy_maple_forest, AMBIENT, minecraft:bat, 5, 1, 2
8835, icy, byg:alps, MONSTER, minecraft:spider, 20, 2, 3
8836, icy, byg:alps, MONSTER, minecraft:creeper, 50, 2, 3
8837, icy, byg:alps, MONSTER, minecraft:enderman, 5, 1, 3
8838, icy, byg:alps, MONSTER, minecraft:witch, 5, 1, 1
8839, icy, byg:alps, MONSTER, minecraft:stray, 40, 2, 3
8840, icy, byg:alps, MONSTER, mutantbeasts:mutant_enderman, 3, 1, 1
8841, icy, byg:alps, MONSTER, mutantbeasts:mutant_skeleton, 3, 1, 1
8842, icy, byg:alps, MONSTER, mutantbeasts:mutant_zombie, 3, 1, 1
8843, icy, byg:alps, MONSTER, dungeons_mobs:illusioner, 5, 1, 1
8844, icy, byg:alps, MONSTER, mowziesmobs:grottol, 10, 1, 1
8845, icy, byg:alps, MONSTER, iceandfire:dread_lich, 3, 1, 1
8846, icy, byg:alps, MONSTER, iceandfire:dread_thrall, 10, 1, 1
8847, icy, byg:alps, MONSTER, iceandfire:dread_beast, 7, 1, 1
8848, icy, byg:alps, MONSTER, iceandfire:dread_ghoul, 10, 1, 2
8849, icy, byg:alps, MONSTER, iceandfire:dread_horse, 7, 1, 1
